epoch,AUC,accuracy,binary_accuracy,loss,precision,recall,val_AUC,val_accuracy,val_binary_accuracy,val_loss,val_precision,val_recall
0,0.5598923563957214,0.6476190686225891,0.6476190686225891,1.3460679054260254,0.3265306055545807,0.35820895433425903,0.0,0.05752212554216385,0.05752212554216385,0.722434937953949,1.0,0.05752212554216385
1,0.675640344619751,0.7200000286102295,0.7200000286102295,0.5576134920120239,0.42352941632270813,0.26865673065185547,0.0,0.013274336233735085,0.013274336233735085,0.7732982635498047,1.0,0.013274336233735085
2,0.755668580532074,0.7599999904632568,0.7599999904632568,0.48816952109336853,0.5625,0.26865673065185547,0.0,0.16814158856868744,0.16814158856868744,0.8351726531982422,1.0,0.16814158856868744
3,0.8719128370285034,0.8133333325386047,0.8133333325386047,0.3999999761581421,0.75,0.4029850661754608,0.0,0.2610619366168976,0.2610619366168976,0.8415133953094482,1.0,0.2610619366168976
4,0.8523685932159424,0.7676190733909607,0.7676190733909607,0.410076379776001,0.5789473652839661,0.3283582031726837,0.0,0.190265491604805,0.190265491604805,0.975475549697876,1.0,0.190265491604805
5,0.8651562929153442,0.7961905002593994,0.7961905002593994,0.3904765546321869,0.6451612710952759,0.447761207818985,0.0,0.28761062026023865,0.28761062026023865,0.975272536277771,1.0,0.28761062026023865
6,0.8935946226119995,0.8285714387893677,0.8285714387893677,0.36215803027153015,0.7244898080825806,0.5298507213592529,0.0,0.32743361592292786,0.32743361592292786,0.9715039134025574,1.0,0.32743361592292786
7,0.9059625267982483,0.8304761648178101,0.8304761648178101,0.34129607677459717,0.7142857313156128,0.5597015023231506,0.0,0.47787609696388245,0.47787609696388245,0.8848062753677368,1.0,0.47787609696388245
8,0.909655749797821,0.8323809504508972,0.8323809504508972,0.3340107798576355,0.7613636255264282,0.5,0.0,0.5752212405204773,0.5752212405204773,0.8371720314025879,1.0,0.5752212405204773
9,0.9027274250984192,0.8152381181716919,0.8152381181716919,0.34843650460243225,0.6907216310501099,0.5,0.0,0.48230087757110596,0.48230087757110596,0.8870109915733337,1.0,0.48230087757110596
10,0.9166317582130432,0.8380952477455139,0.8380952477455139,0.3272400498390198,0.7692307829856873,0.5223880410194397,0.0,0.5840708017349243,0.5840708017349243,0.8413147330284119,1.0,0.5840708017349243
