epoch,AUC,accuracy,binary_accuracy,loss,precision,recall,val_AUC,val_accuracy,val_binary_accuracy,val_loss,val_precision,val_recall
0,0.7708709836006165,0.7011494040489197,0.7011494040489197,0.7329594492912292,0.5849056839942932,0.5688073635101318,0.0,0.48473283648490906,0.48473283648490906,0.87896728515625,1.0,0.48473283648490906
1,0.9127970933914185,0.8390804529190063,0.8390804529190063,0.3504389226436615,0.7631579041481018,0.7981651425361633,0.0,0.48473283648490906,0.48473283648490906,1.3057880401611328,1.0,0.48473283648490906
2,0.9159764647483826,0.8456485867500305,0.8456485867500305,0.35563310980796814,0.7870370149612427,0.7798165082931519,0.0,0.8091602921485901,0.8091602921485901,0.6317310929298401,1.0,0.8091602921485901
3,0.9278784394264221,0.8653530478477478,0.8653530478477478,0.31528550386428833,0.7786885499954224,0.8715596199035645,0.0,0.7938931584358215,0.7938931584358215,0.6552807092666626,1.0,0.7938931584358215
4,0.9440682530403137,0.871921181678772,0.871921181678772,0.28122010827064514,0.7991452813148499,0.857798159122467,0.0,0.8129770755767822,0.8129770755767822,0.6361585855484009,1.0,0.8129770755767822
5,0.9373929500579834,0.8637109994888306,0.8637109994888306,0.3046054244041443,0.8110598921775818,0.8073394298553467,0.0,0.8396946787834167,0.8396946787834167,0.5397683382034302,1.0,0.8396946787834167
6,0.9459748864173889,0.8752052783966064,0.8752052783966064,0.27496325969696045,0.8141592741012573,0.8440366983413696,0.0,0.7977099418640137,0.7977099418640137,0.6414128541946411,1.0,0.7977099418640137
7,0.9579236507415771,0.9096879959106445,0.9096879959106445,0.23398767411708832,0.8410041928291321,0.9220183491706848,0.0,0.7442747950553894,0.7442747950553894,0.776434600353241,1.0,0.7442747950553894
8,0.9586509466171265,0.894909679889679,0.894909679889679,0.23372305929660797,0.834782600402832,0.8807339668273926,0.0,0.8931297659873962,0.8931297659873962,0.42600518465042114,1.0,0.8931297659873962
9,0.9646225571632385,0.9178981781005859,0.9178981781005859,0.22425320744514465,0.8500000238418579,0.9357798099517822,0.0,0.9083969593048096,0.9083969593048096,0.3876681625843048,1.0,0.9083969593048096
10,0.9826837778091431,0.9441707730293274,0.9441707730293274,0.16098344326019287,0.8999999761581421,0.9495412707328796,0.0,0.8435114622116089,0.8435114622116089,0.5648589730262756,1.0,0.8435114622116089
11,0.9894942045211792,0.9556650519371033,0.9556650519371033,0.1283280849456787,0.9098712205886841,0.9724770784378052,0.0,0.7862595319747925,0.7862595319747925,0.8604311943054199,1.0,0.7862595319747925
12,0.9913243055343628,0.958949089050293,0.958949089050293,0.11704294383525848,0.9213973879814148,0.9678899049758911,0.0,0.8129770755767822,0.8129770755767822,0.6754174828529358,1.0,0.8129770755767822
13,0.984472930431366,0.9408866763114929,0.9408866763114929,0.14025376737117767,0.8823529481887817,0.963302731513977,0.0,0.7404580116271973,0.7404580116271973,0.817005455493927,1.0,0.7404580116271973
14,0.9931897521018982,0.954023003578186,0.954023003578186,0.09858939051628113,0.9203540086746216,0.9541284441947937,0.0,0.8625954389572144,0.8625954389572144,0.9716152548789978,1.0,0.8625954389572144
15,0.9883092045783997,0.9490968585014343,0.9490968585014343,0.12178898602724075,0.9047619104385376,0.9587156176567078,0.0,0.8167939186096191,0.8167939186096191,0.8119892477989197,1.0,0.8167939186096191
16,0.9832937121391296,0.9458128213882446,0.9458128213882446,0.1441800445318222,0.8969957232475281,0.9587156176567078,0.0,0.7175572514533997,0.7175572514533997,1.5552815198898315,1.0,0.7175572514533997
17,0.9936178922653198,0.958949089050293,0.958949089050293,0.09069956839084625,0.9251101613044739,0.963302731513977,0.0,0.7824427485466003,0.7824427485466003,1.2691667079925537,1.0,0.7824427485466003
18,0.9952954649925232,0.9671592712402344,0.9671592712402344,0.07206232845783234,0.9380530714988708,0.9724770784378052,0.0,0.7709923386573792,0.7709923386573792,1.2356804609298706,1.0,0.7709923386573792
19,0.9976125359535217,0.9688013195991516,0.9688013195991516,0.055390700697898865,0.9383260011672974,0.9770641922950745,0.0,0.7404580116271973,0.7404580116271973,1.6806970834732056,1.0,0.7404580116271973
