epoch,accuracy,binary_accuracy,loss,val_accuracy,val_binary_accuracy,val_loss
0,0.761904776096344,0.761904776096344,0.5895601511001587,0.7662337422370911,0.7662337422370911,0.54300856590271
1,0.7647058963775635,0.7647058963775635,0.5346662998199463,0.7662337422370911,0.7662337422370911,0.5264506340026855
2,0.7647058963775635,0.7647058963775635,0.5224618315696716,0.7662337422370911,0.7662337422370911,0.5167126059532166
3,0.7647058963775635,0.7647058963775635,0.5123081207275391,0.7662337422370911,0.7662337422370911,0.5087233185768127
4,0.7647058963775635,0.7647058963775635,0.5043793320655823,0.7662337422370911,0.7662337422370911,0.5018790364265442
5,0.7647058963775635,0.7647058963775635,0.4975915551185608,0.7662337422370911,0.7662337422370911,0.4958663582801819
6,0.7647058963775635,0.7647058963775635,0.49157294631004333,0.7662337422370911,0.7662337422370911,0.4905383586883545
7,0.7647058963775635,0.7647058963775635,0.4861791729927063,0.7662337422370911,0.7662337422370911,0.4857439696788788
8,0.7647058963775635,0.7647058963775635,0.48128369450569153,0.7662337422370911,0.7662337422370911,0.48136377334594727
9,0.7647058963775635,0.7647058963775635,0.4767796993255615,0.7662337422370911,0.7662337422370911,0.47731146216392517
10,0.7647058963775635,0.7647058963775635,0.4725872576236725,0.7662337422370911,0.7662337422370911,0.4735245108604431
11,0.7647058963775635,0.7647058963775635,0.4686487317085266,0.7662337422370911,0.7662337422370911,0.46995654702186584
12,0.7647058963775635,0.7647058963775635,0.4649212956428528,0.7662337422370911,0.7662337422370911,0.4665724039077759
13,0.7647058963775635,0.7647058963775635,0.4613725543022156,0.7662337422370911,0.7662337422370911,0.46334540843963623
14,0.7647058963775635,0.7647058963775635,0.4579777121543884,0.7662337422370911,0.7662337422370911,0.4602549076080322
15,0.7647058963775635,0.7647058963775635,0.4547174572944641,0.7662337422370911,0.7662337422370911,0.4572845697402954
16,0.7647058963775635,0.7647058963775635,0.45157647132873535,0.7662337422370911,0.7662337422370911,0.4544215500354767
17,0.7647058963775635,0.7647058963775635,0.4485423266887665,0.7662337422370911,0.7662337422370911,0.45165523886680603
18,0.767507016658783,0.767507016658783,0.44560497999191284,0.7662337422370911,0.7662337422370911,0.44897714257240295
19,0.7703081369400024,0.7703081369400024,0.4427560865879059,0.7662337422370911,0.7662337422370911,0.44638001918792725
20,0.7703081369400024,0.7703081369400024,0.4399885833263397,0.7662337422370911,0.7662337422370911,0.44385769963264465
21,0.767507016658783,0.767507016658783,0.4372965097427368,0.7662337422370911,0.7662337422370911,0.44140496850013733
22,0.7647058963775635,0.7647058963775635,0.43467459082603455,0.7662337422370911,0.7662337422370911,0.4390174150466919
23,0.767507016658783,0.767507016658783,0.4321184456348419,0.7662337422370911,0.7662337422370911,0.4366910457611084
24,0.7731092572212219,0.7731092572212219,0.42962393164634705,0.7662337422370911,0.7662337422370911,0.43442243337631226
25,0.7731092572212219,0.7731092572212219,0.427187442779541,0.7662337422370911,0.7662337422370911,0.43220826983451843
26,0.7759103775024414,0.7759103775024414,0.42480599880218506,0.7662337422370911,0.7662337422370911,0.4300459325313568
27,0.7759103775024414,0.7759103775024414,0.4224766194820404,0.7662337422370911,0.7662337422370911,0.4279327988624573
28,0.7787114977836609,0.7787114977836609,0.4201968014240265,0.7662337422370911,0.7662337422370911,0.42586657404899597
29,0.7815126180648804,0.7815126180648804,0.4179639518260956,0.7662337422370911,0.7662337422370911,0.423845112323761
30,0.7815126180648804,0.7815126180648804,0.4157761335372925,0.7662337422370911,0.7662337422370911,0.4218665659427643
31,0.7815126180648804,0.7815126180648804,0.41363123059272766,0.7662337422370911,0.7662337422370911,0.4199291169643402
32,0.7843137383460999,0.7843137383460999,0.41152748465538025,0.7662337422370911,0.7662337422370911,0.41803088784217834
33,0.7899159789085388,0.7899159789085388,0.4094630181789398,0.7662337422370911,0.7662337422370911,0.4161706268787384
34,0.7927170991897583,0.7927170991897583,0.4074363708496094,0.7662337422370911,0.7662337422370911,0.41434672474861145
35,0.7927170991897583,0.7927170991897583,0.40544602274894714,0.7662337422370911,0.7662337422370911,0.4125577509403229
36,0.7927170991897583,0.7927170991897583,0.4034905433654785,0.7662337422370911,0.7662337422370911,0.41080260276794434
37,0.7955182194709778,0.7955182194709778,0.40156859159469604,0.7727272510528564,0.7727272510528564,0.409079909324646
38,0.8067227005958557,0.8067227005958557,0.39967915415763855,0.7727272510528564,0.7727272510528564,0.4073886275291443
39,0.8067227005958557,0.8067227005958557,0.3978208303451538,0.7727272510528564,0.7727272510528564,0.40572765469551086
40,0.8095238208770752,0.8095238208770752,0.395992636680603,0.7727272510528564,0.7727272510528564,0.40409600734710693
41,0.8095238208770752,0.8095238208770752,0.3941935896873474,0.7727272510528564,0.7727272510528564,0.4024926722049713
42,0.8095238208770752,0.8095238208770752,0.39242276549339294,0.7662337422370911,0.7662337422370911,0.4009167551994324
43,0.8095238208770752,0.8095238208770752,0.3906790614128113,0.7662337422370911,0.7662337422370911,0.3993673324584961
44,0.8095238208770752,0.8095238208770752,0.3889617919921875,0.7662337422370911,0.7662337422370911,0.3978436589241028
45,0.8179271817207336,0.8179271817207336,0.38727006316185,0.7662337422370911,0.7662337422370911,0.396344929933548
46,0.8179271817207336,0.8179271817207336,0.3856031000614166,0.7662337422370911,0.7662337422370911,0.3948703706264496
47,0.8179271817207336,0.8179271817207336,0.38396018743515015,0.7662337422370911,0.7662337422370911,0.39341920614242554
48,0.8207283020019531,0.8207283020019531,0.38234055042266846,0.7727272510528564,0.7727272510528564,0.3919908404350281
49,0.8235294222831726,0.8235294222831726,0.3807435929775238,0.7727272510528564,0.7727272510528564,0.3905845880508423
50,0.8207283020019531,0.8207283020019531,0.37916862964630127,0.7857142686843872,0.7857142686843872,0.389199823141098
51,0.8207283020019531,0.8207283020019531,0.3776150941848755,0.7857142686843872,0.7857142686843872,0.387835830450058
52,0.8263305425643921,0.8263305425643921,0.3760823905467987,0.7857142686843872,0.7857142686843872,0.38649219274520874
53,0.8207283020019531,0.8207283020019531,0.37456992268562317,0.7857142686843872,0.7857142686843872,0.38516828417778015
54,0.8207283020019531,0.8207283020019531,0.3730772137641907,0.7857142686843872,0.7857142686843872,0.38386356830596924
55,0.8179271817207336,0.8179271817207336,0.3716036081314087,0.7922077775001526,0.7922077775001526,0.3825775384902954
56,0.8207283020019531,0.8207283020019531,0.3701488673686981,0.7922077775001526,0.7922077775001526,0.38130971789360046
57,0.8207283020019531,0.8207283020019531,0.3687123656272888,0.7922077775001526,0.7922077775001526,0.3800596296787262
58,0.8207283020019531,0.8207283020019531,0.3672936260700226,0.7922077775001526,0.7922077775001526,0.378826767206192
59,0.8207283020019531,0.8207283020019531,0.3658922612667084,0.7922077775001526,0.7922077775001526,0.3776107728481293
60,0.8207283020019531,0.8207283020019531,0.36450788378715515,0.7922077775001526,0.7922077775001526,0.37641119956970215
61,0.8207283020019531,0.8207283020019531,0.3631401062011719,0.7922077775001526,0.7922077775001526,0.37522760033607483
62,0.8207283020019531,0.8207283020019531,0.36178848147392273,0.7922077775001526,0.7922077775001526,0.3740595877170563
63,0.8207283020019531,0.8207283020019531,0.3604527413845062,0.7922077775001526,0.7922077775001526,0.37290680408477783
64,0.8207283020019531,0.8207283020019531,0.359132319688797,0.7922077775001526,0.7922077775001526,0.371768981218338
65,0.8207283020019531,0.8207283020019531,0.3578270971775055,0.7922077775001526,0.7922077775001526,0.37064555287361145
66,0.8207283020019531,0.8207283020019531,0.3565366864204407,0.7922077775001526,0.7922077775001526,0.3695363998413086
67,0.8207283020019531,0.8207283020019531,0.3552607297897339,0.7922077775001526,0.7922077775001526,0.36844101548194885
68,0.8235294222831726,0.8235294222831726,0.35399895906448364,0.7922077775001526,0.7922077775001526,0.3673592209815979
69,0.8263305425643921,0.8263305425643921,0.3527510166168213,0.7922077775001526,0.7922077775001526,0.3662906885147095
70,0.8263305425643921,0.8263305425643921,0.35151663422584534,0.7922077775001526,0.7922077775001526,0.36523500084877014
71,0.831932783126831,0.831932783126831,0.3502956032752991,0.7922077775001526,0.7922077775001526,0.36419200897216797
72,0.831932783126831,0.831932783126831,0.34908756613731384,0.7922077775001526,0.7922077775001526,0.3631614148616791
73,0.831932783126831,0.831932783126831,0.3478923439979553,0.798701286315918,0.798701286315918,0.3621428906917572
