epoch,accuracy,binary_accuracy,loss,val_accuracy,val_binary_accuracy,val_loss
0,0.756302535533905,0.756302535533905,0.5550984740257263,0.8311688303947449,0.8311688303947449,0.3299116790294647
1,0.843137264251709,0.843137264251709,0.37722688913345337,0.8961039185523987,0.8961039185523987,0.260663241147995
2,0.8543417453765869,0.8543417453765869,0.31597277522087097,0.9025974273681641,0.9025974273681641,0.25660139322280884
3,0.8907563090324402,0.8907563090324402,0.27083835005760193,0.9025974273681641,0.9025974273681641,0.23251795768737793
4,0.8907563090324402,0.8907563090324402,0.27178648114204407,0.8896104097366333,0.8896104097366333,0.25113213062286377
5,0.913165271282196,0.913165271282196,0.20117925107479095,0.8831169009208679,0.8831169009208679,0.24114489555358887
6,0.924369752407074,0.924369752407074,0.1970091313123703,0.8376623392105103,0.8376623392105103,0.2793319523334503
7,0.9411764740943909,0.9411764740943909,0.15728875994682312,0.8376623392105103,0.8376623392105103,0.2645310163497925
8,0.9271708726882935,0.9271708726882935,0.13561619818210602,0.850649356842041,0.850649356842041,0.3497101664543152
9,0.9523809552192688,0.9523809552192688,0.12749509513378143,0.8831169009208679,0.8831169009208679,0.297780305147171
10,0.9719887971878052,0.9719887971878052,0.08428817987442017,0.8766233921051025,0.8766233921051025,0.28128641843795776
11,0.9691876769065857,0.9691876769065857,0.0893828496336937,0.8961039185523987,0.8961039185523987,0.3927975296974182
12,0.9831932783126831,0.9831932783126831,0.06763146072626114,0.8701298832893372,0.8701298832893372,0.3075251281261444
13,0.9607843160629272,0.9607843160629272,0.11385414004325867,0.8831169009208679,0.8831169009208679,0.36876365542411804
