epoch,AUC,accuracy,binary_accuracy,loss,precision,recall,val_AUC,val_accuracy,val_binary_accuracy,val_loss,val_precision,val_recall
0,0.7573291063308716,0.7580952644348145,0.7580952644348145,0.7407419681549072,0.5321100950241089,0.43283581733703613,0.0,0.8053097128868103,0.8053097128868103,0.5213209986686707,1.0,0.8053097128868103
1,0.9353647232055664,0.8704761862754822,0.8704761862754822,0.27923229336738586,0.739130437374115,0.7611940503120422,0.0,0.778761088848114,0.778761088848114,0.5556522011756897,1.0,0.778761088848114
2,0.957991361618042,0.9047619104385376,0.9047619104385376,0.22807957231998444,0.7957746386528015,0.8432835936546326,0.0,0.6106194853782654,0.6106194853782654,0.8075633645057678,1.0,0.6106194853782654
3,0.9719337821006775,0.9238095283508301,0.9238095283508301,0.19355764985084534,0.8309859037399292,0.8805969953536987,0.0,0.8141592741012573,0.8141592741012573,0.44795989990234375,1.0,0.8141592741012573
4,0.991802453994751,0.961904764175415,0.961904764175415,0.11027698218822479,0.9318181872367859,0.9179104566574097,0.0,0.73893803358078,0.73893803358078,0.7764325141906738,1.0,0.73893803358078
5,0.9901800751686096,0.9580952525138855,0.9580952525138855,0.11103982478380203,0.9307692050933838,0.9029850959777832,0.0,0.8539823293685913,0.8539823293685913,0.3640391528606415,1.0,0.8539823293685913
6,0.998282253742218,0.9752380847930908,0.9752380847930908,0.05905205383896828,0.9618320465087891,0.9402984976768494,0.0,0.9026548862457275,0.9026548862457275,0.24518956243991852,1.0,0.9026548862457275
7,0.9987306594848633,0.9866666793823242,0.9866666793823242,0.04158540442585945,0.9774436354637146,0.9701492786407471,0.0,0.9026548862457275,0.9026548862457275,0.29820922017097473,1.0,0.9026548862457275
8,0.9990552067756653,0.9904761910438538,0.9904761910438538,0.03804286941885948,0.9849624037742615,0.9776119589805603,0.0,0.8185840845108032,0.8185840845108032,0.6828257441520691,1.0,0.8185840845108032
9,0.9989978671073914,0.9847618937492371,0.9847618937492371,0.03845185041427612,0.9772727489471436,0.9626865386962891,0.0,0.6681416034698486,0.6681416034698486,1.3383909463882446,1.0,0.6681416034698486
10,0.9995800852775574,0.9904761910438538,0.9904761910438538,0.031899336725473404,0.9777777791023254,0.9850746393203735,0.0,0.5442478060722351,0.5442478060722351,2.6920793056488037,1.0,0.5442478060722351
11,0.9994083642959595,0.9828571677207947,0.9828571677207947,0.03259209170937538,0.9770992398262024,0.9552238583564758,0.0,0.6504424810409546,0.6504424810409546,1.6626077890396118,1.0,0.6504424810409546
12,0.9999426603317261,0.9961904883384705,0.9961904883384705,0.014686906710267067,0.9852941036224365,1.0,0.0,0.6194690465927124,0.6194690465927124,1.585405707359314,1.0,0.6194690465927124
13,0.9999999403953552,0.9980952143669128,0.9980952143669128,0.008402131497859955,0.9925925731658936,1.0,0.0,0.7876105904579163,0.7876105904579163,1.1242470741271973,1.0,0.7876105904579163
14,0.9999617338180542,0.9961904883384705,0.9961904883384705,0.0070559135638177395,0.9925373196601868,0.9925373196601868,0.0,0.7876105904579163,0.7876105904579163,1.0722706317901611,1.0,0.7876105904579163
15,0.9999998807907104,1.0,1.0,0.0026842374354600906,1.0,1.0,0.0,0.7964601516723633,0.7964601516723633,1.1608909368515015,1.0,0.7964601516723633
16,0.999961793422699,0.9980952143669128,0.9980952143669128,0.00600404292345047,0.9925925731658936,1.0,0.0,0.7964601516723633,0.7964601516723633,1.1305499076843262,1.0,0.7964601516723633
