epoch,accuracy,binary_accuracy,loss,val_accuracy,val_binary_accuracy,val_loss
0,0.8151260614395142,0.8151260614395142,0.5945127010345459,0.8311688303947449,0.8311688303947449,0.38321375846862793
1,0.9103641510009766,0.9103641510009766,0.21088886260986328,0.8701298832893372,0.8701298832893372,0.3179750442504883
2,0.9691876769065857,0.9691876769065857,0.10916418582201004,0.9025974273681641,0.9025974273681641,0.26725873351097107
3,0.9803921580314636,0.9803921580314636,0.051555536687374115,0.8701298832893372,0.8701298832893372,0.3233286142349243
4,0.9775910377502441,0.9775910377502441,0.043095726519823074,0.8051947951316833,0.8051947951316833,0.617606520652771
5,0.9691876769065857,0.9691876769065857,0.07568833231925964,0.8701298832893372,0.8701298832893372,0.3356110155582428
6,1.0,1.0,0.012962541542947292,0.8636363744735718,0.8636363744735718,0.3834209442138672
7,1.0,1.0,0.0028960127383470535,0.8636363744735718,0.8636363744735718,0.4864402413368225
8,1.0,1.0,0.0007790251984260976,0.8636363744735718,0.8636363744735718,0.5371394753456116
9,1.0,1.0,0.00048003465053625405,0.8831169009208679,0.8831169009208679,0.5609490275382996
10,1.0,1.0,0.0002786722907330841,0.8831169009208679,0.8831169009208679,0.5625113248825073
11,1.0,1.0,0.00037918449379503727,0.8766233921051025,0.8766233921051025,0.5950700044631958
12,1.0,1.0,0.000322984647937119,0.8766233921051025,0.8766233921051025,0.5952752232551575
