epoch,AUC,accuracy,binary_accuracy,loss,precision,recall,val_AUC,val_accuracy,val_binary_accuracy,val_loss,val_precision,val_recall
0,0.5938752889633179,0.6971428394317627,0.6971428394317627,0.5908978581428528,0.3529411852359772,0.2238806039094925,0.0,0.0,0.0,0.7528914213180542,0.0,0.0
1,0.8157709240913391,0.7771428823471069,0.7771428823471069,0.44597533345222473,0.5841584205627441,0.44029849767684937,0.0,0.0,0.0,1.0181779861450195,0.0,0.0
2,0.8663875460624695,0.8038095235824585,0.8038095235824585,0.3868860900402069,0.634782612323761,0.5447761416435242,0.0,0.022123893722891808,0.022123893722891808,1.218820571899414,1.0,0.022123893722891808
3,0.8861606121063232,0.8019047379493713,0.8019047379493713,0.36339130997657776,0.6666666865348816,0.447761207818985,0.0,0.0,0.0,1.1705131530761719,0.0,0.0
4,0.9078902006149292,0.822857141494751,0.822857141494751,0.3514089584350586,0.7469879388809204,0.46268656849861145,0.0,0.008849557489156723,0.008849557489156723,1.1691850423812866,1.0,0.008849557489156723
5,0.9133774638175964,0.8266666531562805,0.8266666531562805,0.3336922824382782,0.7263157963752747,0.5149253606796265,0.0,0.06637167930603027,0.06637167930603027,1.5137985944747925,1.0,0.06637167930603027
6,0.9148852825164795,0.8209523558616638,0.8209523558616638,0.3134678304195404,0.6960784196853638,0.5298507213592529,0.0,0.3185840845108032,0.3185840845108032,1.1099966764450073,1.0,0.3185840845108032
7,0.9183397889137268,0.8323809504508972,0.8323809504508972,0.30533942580223083,0.7017543911933899,0.5970149040222168,0.0,0.20353981852531433,0.20353981852531433,1.1861165761947632,1.0,0.20353981852531433
8,0.9273675680160522,0.8514285683631897,0.8514285683631897,0.2972855269908905,0.699999988079071,0.7313432693481445,0.0,0.28318583965301514,0.28318583965301514,1.1812117099761963,1.0,0.28318583965301514
9,0.9454325437545776,0.8933333158493042,0.8933333158493042,0.2598753869533539,0.782608687877655,0.8059701323509216,0.0,0.38053098320961,0.38053098320961,1.0757548809051514,1.0,0.38053098320961
10,0.941968560218811,0.8761904835700989,0.8761904835700989,0.2619631886482239,0.7674418687820435,0.7388059496879578,0.0,0.48672565817832947,0.48672565817832947,1.0021893978118896,1.0,0.48672565817832947
