epoch,AUC,accuracy,binary_accuracy,loss,precision,recall,val_AUC,val_accuracy,val_binary_accuracy,val_loss,val_precision,val_recall
0,0.8295193910598755,0.8543417453765869,0.8543417453765869,2.5561866760253906,0.6710526347160339,0.6538461446762085,0.9824617505073547,0.9350649118423462,0.9350649118423462,0.19818709790706635,1.0,0.761904776096344
1,0.959999144077301,0.9495798349380493,0.9495798349380493,0.29130610823631287,0.9166666865348816,0.8461538553237915,0.9508928656578064,0.9285714030265808,0.9285714030265808,0.28210246562957764,1.0,0.738095223903656
2,0.9659727811813354,0.9439775943756104,0.9439775943756104,0.26029637455940247,0.9027777910232544,0.8333333134651184,0.9970238208770752,0.9610389471054077,0.9610389471054077,0.13196250796318054,0.8913043737411499,0.976190447807312
3,0.9482124447822571,0.9411764740943909,0.9411764740943909,0.2854195535182953,0.8799999952316284,0.8461538553237915,0.9853315353393555,0.9545454382896423,0.9545454382896423,0.1502981036901474,1.0,0.8333333134651184
4,0.9813896417617798,0.9719887971878052,0.9719887971878052,0.10498591512441635,0.9473684430122375,0.9230769276618958,0.9967049956321716,0.9740259647369385,0.9740259647369385,0.07054360955953598,0.9750000238418579,0.9285714030265808
5,0.9593096971511841,0.9691876769065857,0.9691876769065857,0.1630755513906479,0.9466666579246521,0.9102563858032227,0.9974489808082581,0.9740259647369385,0.9740259647369385,0.04657161980867386,0.9750000238418579,0.9285714030265808
6,0.9924408793449402,0.9859943985939026,0.9859943985939026,0.039048586040735245,0.9866666793823242,0.9487179517745972,0.994366466999054,0.9415584206581116,0.9415584206581116,0.10123050957918167,0.8510638475418091,0.9523809552192688
7,0.9910165071487427,0.9859943985939026,0.9859943985939026,0.06247647479176521,0.9866666793823242,0.9487179517745972,0.9948979020118713,0.9805194735527039,0.9805194735527039,0.06762879341840744,1.0,0.9285714030265808
8,0.9930613040924072,0.994397759437561,0.994397759437561,0.0355321429669857,0.9871794581413269,0.9871794581413269,0.9848001599311829,0.9805194735527039,0.9805194735527039,0.0928017869591713,1.0,0.9285714030265808
9,0.9992417097091675,0.9915966391563416,0.9915966391563416,0.02165541797876358,0.9746835231781006,0.9871794581413269,0.9952168464660645,0.9805194735527039,0.9805194735527039,0.07089614123106003,1.0,0.9285714030265808
10,0.9979321956634521,0.9915966391563416,0.9915966391563416,0.0483606681227684,0.9746835231781006,0.9871794581413269,0.9954294562339783,0.9675324559211731,0.9675324559211731,0.07877489924430847,0.930232584476471,0.9523809552192688
11,0.9980241060256958,0.9915966391563416,0.9915966391563416,0.02828739583492279,0.9870129823684692,0.9743589758872986,0.9759778380393982,0.9805194735527039,0.9805194735527039,0.15474307537078857,1.0,0.9285714030265808
12,0.999724268913269,0.9887955188751221,0.9887955188751221,0.02375664934515953,0.9743589758872986,0.9743589758872986,0.9857566952705383,0.9805194735527039,0.9805194735527039,0.09938773512840271,1.0,0.9285714030265808
13,0.9934747815132141,0.994397759437561,0.994397759437561,0.02439960464835167,0.9871794581413269,0.9871794581413269,0.9958544969558716,0.9545454382896423,0.9545454382896423,0.081080861389637,0.8888888955116272,0.9523809552192688
14,0.9998161196708679,0.9887955188751221,0.9887955188751221,0.011769017204642296,0.9743589758872986,0.9743589758872986,0.9858630299568176,0.9805194735527039,0.9805194735527039,0.11789599061012268,1.0,0.9285714030265808
15,0.9998162388801575,0.9915966391563416,0.9915966391563416,0.011466887779533863,0.9870129823684692,0.9743589758872986,0.9858630895614624,0.9805194735527039,0.9805194735527039,0.09446252137422562,1.0,0.9285714030265808
