epoch,accuracy,binary_accuracy,loss,val_accuracy,val_binary_accuracy,val_loss
0,0.7310924530029297,0.7310924530029297,1.096260905265808,0.798701286315918,0.798701286315918,0.3722470998764038
1,0.8263305425643921,0.8263305425643921,0.34538817405700684,0.8701298832893372,0.8701298832893372,0.3018379807472229
2,0.8571428656578064,0.8571428656578064,0.26687920093536377,0.8831169009208679,0.8831169009208679,0.23806089162826538
3,0.8627451062202454,0.8627451062202454,0.2642177939414978,0.8766233921051025,0.8766233921051025,0.24214276671409607
4,0.9075630307197571,0.9075630307197571,0.2003709226846695,0.9090909361839294,0.9090909361839294,0.21840305626392365
5,0.8991596698760986,0.8991596698760986,0.18281294405460358,0.8961039185523987,0.8961039185523987,0.21572177112102509
6,0.9271708726882935,0.9271708726882935,0.17582261562347412,0.9155844449996948,0.9155844449996948,0.19017982482910156
7,0.9523809552192688,0.9523809552192688,0.156177818775177,0.8831169009208679,0.8831169009208679,0.21976950764656067
8,0.9327731132507324,0.9327731132507324,0.1418839991092682,0.8831169009208679,0.8831169009208679,0.28066837787628174
9,0.9411764740943909,0.9411764740943909,0.12412771582603455,0.9090909361839294,0.9090909361839294,0.25364431738853455
10,0.9607843160629272,0.9607843160629272,0.09882654249668121,0.8831169009208679,0.8831169009208679,0.2874024212360382
11,0.9579831957817078,0.9579831957817078,0.11755606532096863,0.9090909361839294,0.9090909361839294,0.23362310230731964
12,0.9551820755004883,0.9551820755004883,0.1089131087064743,0.8961039185523987,0.8961039185523987,0.29763737320899963
13,0.9635854363441467,0.9635854363441467,0.10000492632389069,0.9155844449996948,0.9155844449996948,0.24309958517551422
14,0.9663865566253662,0.9663865566253662,0.0823960155248642,0.9220778942108154,0.9220778942108154,0.27586156129837036
15,0.9635854363441467,0.9635854363441467,0.0846923291683197,0.9220778942108154,0.9220778942108154,0.2664726674556732
16,0.9411764740943909,0.9411764740943909,0.15605318546295166,0.9025974273681641,0.9025974273681641,0.2548286020755768
