epoch,AUC,accuracy,binary_accuracy,loss,precision,recall,val_AUC,val_accuracy,val_binary_accuracy,val_loss,val_precision,val_recall
0,0.704343318939209,0.7731092572212219,0.7731092572212219,0.7331750988960266,0.5714285969734192,0.1428571492433548,0.882179856300354,0.8571428656578064,0.8571428656578064,0.384777307510376,0.7058823704719543,0.6666666865348816
1,0.9320163726806641,0.8907563090324402,0.8907563090324402,0.2836204469203949,0.7710843086242676,0.761904776096344,0.9067796468734741,0.8896104097366333,0.8896104097366333,0.3210528790950775,0.7878788113594055,0.7222222089767456
2,0.962803065776825,0.9047619104385376,0.9047619104385376,0.2102290540933609,0.7840909361839294,0.8214285969734192,0.922316312789917,0.8896104097366333,0.8896104097366333,0.3056582808494568,0.8064516186714172,0.6944444179534912
3,0.9755799770355225,0.924369752407074,0.924369752407074,0.16846966743469238,0.8352941274642944,0.8452380895614624,0.918079137802124,0.8896104097366333,0.8896104097366333,0.3191470801830292,0.8799999952316284,0.6111111044883728
4,0.9858494400978088,0.9411764740943909,0.9411764740943909,0.13265354931354523,0.8795180916786194,0.8690476417541504,0.8787664771080017,0.8961039185523987,0.8961039185523987,0.4734167158603668,0.7777777910232544,0.7777777910232544
5,0.9833203554153442,0.9467787146568298,0.9467787146568298,0.13888218998908997,0.8735632300376892,0.9047619104385376,0.9038370847702026,0.8831169009208679,0.8831169009208679,0.4741370379924774,0.7142857313156128,0.8333333134651184
6,0.9904935956001282,0.9551820755004883,0.9551820755004883,0.10625454783439636,0.8863636255264282,0.9285714030265808,0.887241005897522,0.8961039185523987,0.8961039185523987,0.6021731495857239,0.9166666865348816,0.6111111044883728
7,0.9814887642860413,0.9495798349380493,0.9495798349380493,0.14987649023532867,0.8928571343421936,0.8928571343421936,0.8941854238510132,0.8831169009208679,0.8831169009208679,0.4524773359298706,0.8214285969734192,0.6388888955116272
8,0.9940476417541504,0.9607843160629272,0.9607843160629272,0.0846882164478302,0.9268292784690857,0.9047619104385376,0.8992466926574707,0.8896104097366333,0.8896104097366333,0.5185245275497437,0.7878788113594055,0.7222222089767456
9,0.9851081371307373,0.9607843160629272,0.9607843160629272,0.13063766062259674,0.9268292784690857,0.9047619104385376,0.8709981441497803,0.8441558480262756,0.8441558480262756,0.5877079963684082,0.699999988079071,0.5833333134651184
10,0.9962934255599976,0.9747899174690247,0.9747899174690247,0.06338857114315033,0.931034505367279,0.9642857313156128,0.9014829993247986,0.8896104097366333,0.8896104097366333,0.44085484743118286,0.8064516186714172,0.6944444179534912
11,0.9994766712188721,0.9915966391563416,0.9915966391563416,0.033983971923589706,0.9764705896377563,0.988095223903656,0.8831213712692261,0.9025974273681641,0.9025974273681641,0.5983314514160156,0.800000011920929,0.7777777910232544
12,0.9992150664329529,0.9887955188751221,0.9887955188751221,0.030374903231859207,0.976190447807312,0.976190447807312,0.9096044301986694,0.9090909361839294,0.9090909361839294,0.527198076248169,0.8055555820465088,0.8055555820465088
