epoch,AUC,accuracy,binary_accuracy,loss,precision,recall,val_AUC,val_accuracy,val_binary_accuracy,val_loss,val_precision,val_recall
0,0.6621315479278564,0.7394958138465881,0.7394958138465881,1.1565771102905273,0.37142857909202576,0.1547619104385376,0.9383238554000854,0.798701286315918,0.798701286315918,0.3302931487560272,1.0,0.1388888955116272
1,0.8262689113616943,0.7787114977836609,0.7787114977836609,0.4053276777267456,0.5490196347236633,0.3333333432674408,0.9585686922073364,0.8376623392105103,0.8376623392105103,0.26140642166137695,0.761904776096344,0.4444444477558136
2,0.8804727792739868,0.8039215803146362,0.8039215803146362,0.35725873708724976,0.625,0.4166666567325592,0.9668079018592834,0.8376623392105103,0.8376623392105103,0.2657385468482971,0.8666666746139526,0.3611111044883728
3,0.8845936059951782,0.8347339034080505,0.8347339034080505,0.3553708791732788,0.6623376607894897,0.6071428656578064,0.9629237055778503,0.8246753215789795,0.8246753215789795,0.27947959303855896,0.8461538553237915,0.3055555522441864
4,0.9144427180290222,0.8683473467826843,0.8683473467826843,0.318660169839859,0.7402597665786743,0.6785714030265808,0.967278778553009,0.8896104097366333,0.8896104097366333,0.2523849308490753,0.8799999952316284,0.6111111044883728
5,0.9370967149734497,0.8823529481887817,0.8823529481887817,0.27554449439048767,0.800000011920929,0.6666666865348816,0.9631592035293579,0.8831169009208679,0.8831169009208679,0.2700900435447693,0.9090909361839294,0.5555555820465088
6,0.9405852556228638,0.8935574293136597,0.8935574293136597,0.27177512645721436,0.8382353186607361,0.6785714030265808,0.9505650997161865,0.8961039185523987,0.8961039185523987,0.23705549538135529,0.7941176295280457,0.75
7,0.9403890371322632,0.8879551887512207,0.8879551887512207,0.26487576961517334,0.761904776096344,0.761904776096344,0.9626883268356323,0.8961039185523987,0.8961039185523987,0.2272430807352066,0.8571428656578064,0.6666666865348816
8,0.959837794303894,0.8991596698760986,0.8991596698760986,0.21474529802799225,0.7790697813034058,0.7976190447807312,0.963629961013794,0.8961039185523987,0.8961039185523987,0.22797681391239166,0.8846153616905212,0.6388888955116272
9,0.9692133069038391,0.913165271282196,0.913165271282196,0.18356534838676453,0.7849462628364563,0.8690476417541504,0.9696327447891235,0.8896104097366333,0.8896104097366333,0.22221879661083221,0.9130434989929199,0.5833333134651184
